Assembly,isolation source
GCA_024717015.1,Respiratory
GCA_024717075.1,Respiratory
GCA_024717065.1,Urinary
GCA_024717055.1,Respiratory
GCA_024717125.1,Respiratory
GCA_024717115.1,Urinary
GCA_024717155.1,Respiratory
GCA_024717175.1,Urinary
GCA_024717195.1,Respiratory
GCA_024717215.1,Urinary
GCA_024717235.1,Urinary
GCA_024717255.1,Urinary
GCA_024717275.1,Respiratory
GCA_024717285.1,Respiratory
GCA_024717315.1,Respiratory
GCA_024717375.1,Respiratory
GCA_024717415.1,Skin_Soft_Tissue
GCA_024718565.1,Urinary
GCA_024718605.1,Skin_Soft_Tissue
GCA_024718625.1,Urinary
GCA_024718655.1,Respiratory
GCA_024718675.1,Respiratory
GCA_024718695.1,Respiratory
GCA_024718715.1,Urinary
GCA_024718735.1,Respiratory
GCA_024718755.1,Urinary
GCA_024718775.1,Urinary
GCA_024718795.1,Urinary
GCA_024718815.1,Urinary
GCA_024718855.1,Urinary
GCA_024718885.1,Respiratory
GCA_024718935.1,Skin_Soft_Tissue
GCA_024718945.1,Urinary
GCA_024718985.1,Skin_Soft_Tissue
GCA_024719005.1,Skin_Soft_Tissue
GCA_024719025.1,Skin_Soft_Tissue
GCA_024719045.1,Skin_Soft_Tissue
GCA_024719065.1,Urinary
GCA_024719085.1,Respiratory
GCA_024719115.1,Respiratory
GCA_024719165.1,Urinary
GCA_024719195.1,Respiratory
GCA_024719205.1,Respiratory
GCA_024719275.1,Respiratory
GCA_024719295.1,Urinary
GCA_024719315.1,Skin_Soft_Tissue
GCA_024719335.1,Respiratory
GCA_024719395.1,Respiratory
GCA_024719435.1,Respiratory
GCA_024719455.1,Respiratory
GCA_024719475.1,Respiratory
GCA_024719495.1,Respiratory
GCA_024719515.1,Respiratory
GCA_024719535.1,Respiratory
GCA_024719555.1,Respiratory
GCA_024719575.1,Skin_Soft_Tissue
GCA_024719585.1,Urinary
GCA_024719615.1,Urinary
GCA_024719635.1,Urinary
GCA_024719655.1,Urinary
GCA_024719675.1,Urinary
GCA_024719695.1,Respiratory
GCA_024719725.1,Urinary
GCA_024719715.1,Urinary
GCA_024719735.1,Respiratory
GCA_024719775.1,Urinary
GCA_024719795.1,Respiratory
GCA_024719815.1,Respiratory
GCA_024719835.1,Respiratory
GCA_024719845.1,Respiratory
GCA_024719875.1,Respiratory
GCA_024719895.1,Urinary
GCA_024719915.1,Respiratory
GCA_024719925.1,Respiratory
GCA_024719935.1,Urinary
GCA_024719975.1,Respiratory
GCA_024719995.1,Skin_Soft_Tissue
GCA_024720015.1,Urinary
GCA_024720035.1,Urinary
GCA_024720055.1,Respiratory
GCA_024720065.1,Urinary
GCA_024720095.1,Urinary
GCA_024720165.1,Urinary
GCA_024720195.1,Urinary
GCA_024720215.1,Respiratory
GCA_024720245.1,Skin_Soft_Tissue
GCA_024720275.1,Respiratory
GCA_024720315.1,Urinary
GCA_024720325.1,Respiratory
GCA_024720355.1,Respiratory
GCA_024720385.1,Respiratory
GCA_024720375.1,Urinary
GCA_024720415.1,Respiratory
GCA_024720435.1,Urinary
GCA_024720475.1,Respiratory
GCA_024720485.1,Respiratory
GCA_024720515.1,Respiratory
GCA_024720525.1,Respiratory
GCA_024720555.1,Respiratory
GCA_024720575.1,Respiratory
GCA_024720595.1,Urinary
GCA_024720605.1,Urinary
GCA_024720615.1,Respiratory
GCA_024720655.1,Respiratory
GCA_024720675.1,Urinary
GCA_024720695.1,Respiratory
GCA_024720725.1,Respiratory
GCA_024867285.4,Gastrointestinal
GCA_024867265.4,Gastrointestinal
GCA_024865405.4,Gastrointestinal
GCA_024865345.4,Gastrointestinal
GCA_024734795.1,Respiratory
GCA_024734815.1,Skin_Soft_Tissue
GCA_024760445.1,Water
GCA_028058275.4,Urinary
GCA_024922025.4,Respiratory
GCA_024922045.4,Skin_Soft_Tissue
GCA_024921865.4,Respiratory
GCA_024921885.4,Urinary
GCA_024921765.4,Respiratory
GCA_024921725.4,Urinary
GCA_024972855.1,Respiratory
GCA_025000305.1,Skin_Soft_Tissue
GCA_025040515.1,Gastrointestinal
GCA_025079255.1,Respiratory
GCA_025103985.1,Respiratory
GCA_025103995.1,Respiratory
GCA_025104005.1,Respiratory
GCA_025104045.1,Respiratory
GCA_025104065.1,Respiratory
GCA_025104085.1,Respiratory
GCA_025104095.1,Respiratory
GCA_025104145.1,Respiratory
GCA_025104165.1,Respiratory
GCA_025104185.1,Respiratory
GCA_025104205.1,Respiratory
GCA_025104215.1,Respiratory
GCA_025104325.1,Respiratory
GCA_025104345.1,Respiratory
GCA_025104365.1,Respiratory
GCA_025104425.1,Respiratory
GCA_025104435.1,Respiratory
GCA_025104445.1,Respiratory
GCA_025104545.1,Respiratory
GCA_025104605.1,Respiratory
GCA_025104615.1,Respiratory
GCA_025104705.1,Respiratory
GCA_025104715.1,Respiratory
GCA_025104745.1,Respiratory
GCA_025104805.1,Respiratory
GCA_025104815.1,Respiratory
GCA_025104885.1,Respiratory
GCA_025104905.1,Respiratory
GCA_025104915.1,Respiratory
GCA_025104945.1,Respiratory
GCA_025104965.1,Respiratory
GCA_025104985.1,Respiratory
GCA_025105005.1,Respiratory
GCA_025105025.1,Respiratory
GCA_025105045.1,Respiratory
GCA_025105065.1,Respiratory
GCA_025105075.1,Respiratory
GCA_025105105.1,Respiratory
GCA_025105125.1,Respiratory
GCA_025105145.1,Respiratory
GCA_025105165.1,Respiratory
GCA_025105175.1,Respiratory
GCA_025105205.1,Respiratory
GCA_025105225.1,Respiratory
GCA_025105245.1,Respiratory
GCA_025105255.1,Respiratory
GCA_025105265.1,Respiratory
GCA_025105305.1,Respiratory
GCA_025105325.1,Respiratory
GCA_025105345.1,Respiratory
GCA_025105355.1,Respiratory
GCA_025105385.1,Respiratory
GCA_025105405.1,Respiratory
GCA_025105425.1,Respiratory
GCA_025105445.1,Respiratory
GCA_025105465.1,Respiratory
GCA_025105485.1,Respiratory
GCA_025105505.1,Respiratory
GCA_025105525.1,Respiratory
GCA_025105545.1,Respiratory
GCA_025105565.1,Respiratory
GCA_025105575.1,Respiratory
GCA_025105605.1,Respiratory
GCA_025105625.1,Respiratory
GCA_025105645.1,Respiratory
GCA_025105665.1,Respiratory
GCA_025105675.1,Respiratory
GCA_025105705.1,Respiratory
GCA_025105725.1,Respiratory
GCA_025105755.1,Respiratory
GCA_025105745.1,Respiratory
GCA_025105785.1,Respiratory
GCA_025105805.1,Respiratory
GCA_025105825.1,Respiratory
GCA_025105845.1,Respiratory
GCA_025105865.1,Respiratory
GCA_025105855.1,Respiratory
GCA_025105895.1,Respiratory
GCA_025105925.1,Respiratory
GCA_025105945.1,Respiratory
GCA_025105955.1,Respiratory
GCA_025105985.1,Respiratory
GCA_025106015.1,Respiratory
GCA_025106005.1,Respiratory
GCA_025106045.1,Respiratory
GCA_025106085.1,Respiratory
GCA_025106105.1,Respiratory
GCA_025106125.1,Respiratory
GCA_025106135.1,Respiratory
GCA_025106165.1,Respiratory
GCA_025106185.1,Respiratory
GCA_025106205.1,Respiratory
GCA_025106245.1,Respiratory
GCA_025106305.1,Respiratory
GCA_025106315.1,Respiratory
GCA_025106385.1,Respiratory
GCA_025106395.1,Respiratory
GCA_025106445.1,Respiratory
GCA_025106485.1,Respiratory
GCA_025106495.1,Respiratory
GCA_025106585.1,Respiratory
GCA_025106655.1,Respiratory
GCA_025106645.1,Respiratory
GCA_025106705.1,Respiratory
GCA_025106765.1,Respiratory
GCA_025106785.1,Respiratory
GCA_025106845.1,Respiratory
GCA_025106855.1,Respiratory
GCA_025106925.1,Respiratory
GCA_025106875.1,Respiratory
GCA_025107025.1,Respiratory
GCA_025107075.1,Respiratory
GCA_025107065.1,Respiratory
GCA_025107105.1,Respiratory
GCA_025107155.1,Respiratory
GCA_025107225.1,Respiratory
GCA_025107335.1,Respiratory
GCA_025107325.1,Respiratory
GCA_025107345.1,Respiratory
GCA_025107355.1,Respiratory
GCA_025107365.1,Respiratory
GCA_025107505.1,Respiratory
GCA_025107525.1,Respiratory
GCA_025107575.1,Respiratory
GCA_025107585.2,Respiratory
GCA_025107565.1,Respiratory
GCA_025107705.1,Respiratory
GCA_025107765.1,Respiratory
GCA_025107775.1,Respiratory
GCA_025107785.1,Respiratory
GCA_025107825.1,Respiratory
GCA_025107845.1,Respiratory
GCA_025107865.1,Respiratory
GCA_025107875.1,Respiratory
GCA_025107905.1,Respiratory
GCA_025107925.1,Respiratory
GCA_025107945.1,Respiratory
GCA_025107965.1,Respiratory
GCA_025107985.1,Respiratory
GCA_025108005.1,Respiratory
GCA_025108025.1,Respiratory
GCA_025108045.1,Respiratory
GCA_025108065.1,Respiratory
GCA_025108085.1,Respiratory
GCA_025108075.2,Respiratory
GCA_025108125.1,Respiratory
GCA_025108145.1,Respiratory
GCA_025108165.2,Respiratory
GCA_025108185.2,Respiratory
GCA_025108175.1,Respiratory
GCA_025108225.2,Respiratory
GCA_025108245.1,Respiratory
GCA_025108265.1,Respiratory
GCA_025108285.1,Respiratory
GCA_025108305.1,Respiratory
GCA_025108365.1,Respiratory
GCA_025108385.1,Respiratory
GCA_025108405.1,Respiratory
GCA_025108425.1,Respiratory
GCA_025108445.1,Respiratory
GCA_025108455.1,Respiratory
GCA_025108485.1,Respiratory
GCA_025108495.1,Respiratory
GCA_025108525.1,Respiratory
GCA_025108545.1,Respiratory
GCA_025108555.1,Respiratory
GCA_025108585.1,Respiratory
GCA_025108615.1,Respiratory
GCA_025108605.1,Respiratory
GCA_025122615.1,Respiratory
GCA_025122635.1,Respiratory
GCA_025122655.1,Respiratory
GCA_025122675.1,Respiratory
GCA_025122695.1,Respiratory
GCA_025122715.1,Respiratory
GCA_025122735.1,Respiratory
GCA_025122755.1,Respiratory
GCA_025122775.1,Respiratory
GCA_025122795.1,Respiratory
GCA_025122815.1,Respiratory
GCA_025122835.1,Respiratory
GCA_025122855.1,Respiratory
GCA_025122875.1,Respiratory
GCA_025122895.1,Respiratory
GCA_025122915.1,Respiratory
GCA_025122935.1,Respiratory
GCA_025122955.1,Respiratory
GCA_025122975.1,Respiratory
GCA_025122995.1,Respiratory
GCA_025123015.1,Respiratory
GCA_025123035.1,Respiratory
GCA_025123075.1,Respiratory
GCA_025123055.1,Respiratory
GCA_025123095.1,Respiratory
GCA_025123115.1,Respiratory
GCA_025123135.1,Respiratory
GCA_025123155.1,Respiratory
GCA_025123175.1,Respiratory
GCA_025123195.1,Respiratory
GCA_025123215.1,Respiratory
GCA_025123235.1,Respiratory
GCA_025123255.1,Respiratory
GCA_025123275.1,Respiratory
GCA_025123295.1,Respiratory
GCA_025123315.1,Respiratory
GCA_025123325.1,Respiratory
GCA_025123355.1,Respiratory
GCA_025123375.1,Respiratory
GCA_025123395.1,Respiratory
GCA_025123415.1,Respiratory
GCA_025123435.1,Respiratory
GCA_025123455.1,Respiratory
GCA_025123475.1,Respiratory
GCA_025123495.1,Respiratory
GCA_025123515.1,Respiratory
GCA_025123525.1,Respiratory
GCA_025123555.1,Respiratory
GCA_025123565.1,Respiratory
GCA_025123595.1,Respiratory
GCA_025123615.1,Respiratory
GCA_025123635.1,Respiratory
GCA_025123655.1,Respiratory
GCA_025123675.1,Respiratory
GCA_025123695.1,Respiratory
GCA_025123715.1,Respiratory
GCA_025123735.1,Respiratory
GCA_025123755.1,Respiratory
GCA_025123775.1,Respiratory
GCA_025123795.1,Respiratory
GCA_025123815.1,Respiratory
GCA_025123835.1,Respiratory
GCA_025123855.1,Respiratory
GCA_025123875.1,Respiratory
GCA_025123895.1,Respiratory
GCA_025123915.1,Respiratory
GCA_025123935.1,Respiratory
GCA_025123955.1,Respiratory
GCA_025123975.1,Respiratory
GCA_025123995.1,Respiratory
GCA_025124015.1,Respiratory
GCA_025124035.1,Respiratory
GCA_025124055.1,Respiratory
GCA_025124075.1,Respiratory
GCA_025124095.1,Respiratory
GCA_025124115.1,Respiratory
GCA_025124135.1,Respiratory
GCA_025124155.1,Respiratory
GCA_025124175.1,Respiratory
GCA_025124195.1,Respiratory
GCA_025124215.1,Respiratory
GCA_025124235.1,Respiratory
GCA_025124255.1,Respiratory
GCA_025124275.1,Respiratory
GCA_025124295.1,Respiratory
GCA_025124315.1,Respiratory
GCA_025124335.1,Respiratory
GCA_025124355.1,Respiratory
GCA_025124365.1,Respiratory
GCA_025124395.1,Respiratory
GCA_025124415.1,Respiratory
GCA_025124435.1,Respiratory
GCA_025124455.1,Respiratory
GCA_025124475.1,Respiratory
GCA_025124495.1,Respiratory
GCA_025124505.1,Respiratory
GCA_025124535.1,Respiratory
GCA_025124555.1,Respiratory
GCA_025124575.1,Respiratory
GCA_025124595.1,Respiratory
GCA_025124615.1,Respiratory
GCA_025124635.1,Respiratory
GCA_025124655.1,Respiratory
GCA_025124675.1,Respiratory
GCA_025124695.1,Respiratory
GCA_025124715.1,Respiratory
GCA_025124735.1,Respiratory
GCA_025124755.1,Respiratory
GCA_025124775.1,Respiratory
GCA_025124795.1,Respiratory
GCA_025124815.1,Respiratory
GCA_025124835.1,Respiratory
GCA_025124855.1,Respiratory
GCA_025124875.1,Respiratory
GCA_025124895.1,Respiratory
GCA_025124915.1,Respiratory
GCA_025124935.1,Respiratory
GCA_025124955.1,Respiratory
GCA_025124975.1,Respiratory
GCA_025124995.1,Respiratory
GCA_025125015.1,Respiratory
GCA_025125035.1,Respiratory
GCA_025125055.1,Respiratory
GCA_025125075.1,Respiratory
GCA_025125095.1,Respiratory
GCA_025125115.1,Respiratory
GCA_025125135.1,Respiratory
GCA_025125155.1,Respiratory
GCA_025125175.1,Respiratory
GCA_025125195.1,Respiratory
GCA_025125215.1,Respiratory
GCA_025125235.1,Respiratory
GCA_025125255.1,Respiratory
GCA_025125275.1,Respiratory
GCA_025125295.1,Respiratory
GCA_025125315.1,Respiratory
GCA_025125335.1,Respiratory
GCA_025125355.1,Respiratory
GCA_025125375.1,Respiratory
GCA_025125395.1,Respiratory
GCA_025125415.1,Respiratory
GCA_025125435.1,Respiratory
GCA_025125455.1,Respiratory
GCA_025125475.1,Respiratory
GCA_025125495.1,Respiratory
GCA_025125515.1,Respiratory
GCA_025125535.1,Respiratory
GCA_025125555.1,Respiratory
GCA_025125575.1,Respiratory
GCA_025125595.1,Respiratory
GCA_025125615.1,Respiratory
GCA_025125635.1,Respiratory
GCA_025125655.1,Respiratory
GCA_025125695.1,Respiratory
GCA_025125675.1,Respiratory
GCA_025125715.1,Respiratory
GCA_025125735.1,Respiratory
GCA_025125755.1,Respiratory
GCA_025125775.1,Respiratory
GCA_025125795.1,Respiratory
GCA_025125815.1,Respiratory
GCA_025125835.1,Respiratory
GCA_025125855.1,Respiratory
GCA_025125875.1,Respiratory
GCA_025125895.1,Respiratory
GCA_025125915.1,Respiratory
GCA_025125935.1,Respiratory
GCA_025125955.1,Respiratory
GCA_025125975.1,Respiratory
GCA_025125995.1,Respiratory
GCA_025126015.1,Respiratory
GCA_025126035.1,Respiratory
GCA_025126055.1,Respiratory
GCA_025126075.1,Respiratory
GCA_025126095.1,Respiratory
GCA_025126115.1,Respiratory
GCA_025126135.1,Respiratory
GCA_025126155.1,Respiratory
GCA_025126175.1,Respiratory
GCA_025126195.1,Respiratory
GCA_025126215.1,Respiratory
GCA_025126235.1,Respiratory
GCA_025126255.1,Respiratory
GCA_025126275.1,Respiratory
GCA_025126285.1,Respiratory
GCA_025126315.1,Respiratory
GCA_025126335.1,Respiratory
GCA_025126355.1,Respiratory
GCA_025126375.1,Respiratory
GCA_025126395.1,Respiratory
GCA_025126415.1,Respiratory
GCA_025126435.1,Respiratory
GCA_025126455.1,Respiratory
GCA_025126475.1,Respiratory
GCA_025126495.1,Respiratory
GCA_025126515.1,Respiratory
GCA_025126535.1,Respiratory
GCA_025126555.1,Respiratory
GCA_025126575.1,Respiratory
GCA_025126595.1,Respiratory
GCA_025126615.1,Respiratory
GCA_025126635.2,Respiratory
GCA_025126655.2,Respiratory
GCA_025126675.1,Respiratory
GCA_025126695.1,Respiratory
GCA_025126715.1,Respiratory
GCA_025126735.1,Respiratory
GCA_025126755.1,Respiratory
GCA_025126775.1,Respiratory
GCA_025126795.1,Respiratory
GCA_025126815.1,Respiratory
GCA_025126835.1,Respiratory
GCA_025126855.1,Respiratory
GCA_025126875.1,Respiratory
GCA_025126895.1,Respiratory
GCA_025126915.1,Respiratory
GCA_025126935.1,Respiratory
GCA_025126955.1,Respiratory
GCA_025126975.1,Respiratory
GCA_025126995.1,Respiratory
GCA_025127015.1,Respiratory
GCA_025127035.1,Respiratory
GCA_025127305.1,Respiratory
GCA_025127335.1,Respiratory
GCA_025127355.1,Respiratory
GCA_025127375.1,Respiratory
GCA_025127395.1,Respiratory
GCA_025127415.1,Respiratory
GCA_025127435.1,Respiratory
GCA_025127455.1,Respiratory
GCA_025127475.1,Respiratory
GCA_025127495.1,Respiratory
GCA_025127515.1,Respiratory
GCA_025127535.1,Respiratory
GCA_025127555.1,Respiratory
GCA_025127575.1,Respiratory
GCA_025127595.1,Respiratory
GCA_025127615.1,Respiratory
GCA_025127635.1,Respiratory
GCA_025127655.1,Respiratory
GCA_025127675.1,Respiratory
GCA_025127715.1,Respiratory
GCA_025127745.1,Respiratory
GCA_025129375.1,Respiratory
GCA_025129395.1,Respiratory
GCA_025129415.1,Respiratory
GCA_025129435.1,Respiratory
GCA_025129455.1,Respiratory
GCA_025129475.1,Respiratory
GCA_025129485.1,Respiratory
GCA_025129515.1,Respiratory
GCA_025129535.1,Respiratory
GCA_025129545.1,Respiratory
GCA_025129575.1,Respiratory
GCA_025129595.1,Respiratory
GCA_025129615.1,Respiratory
GCA_025129635.1,Respiratory
GCA_025129655.1,Respiratory
GCA_025129675.1,Respiratory
GCA_025129695.1,Respiratory
GCA_025129715.1,Respiratory
GCA_025129735.1,Respiratory
GCA_025129755.1,Respiratory
GCA_025129775.1,Respiratory
GCA_025129795.1,Respiratory
GCA_025129815.1,Respiratory
GCA_025129835.1,Respiratory
GCA_025129845.1,Respiratory
GCA_025129875.1,Respiratory
GCA_025129895.1,Respiratory
GCA_025129915.1,Respiratory
GCA_025129935.1,Respiratory
GCA_025129955.1,Respiratory
GCA_025129975.1,Respiratory
GCA_025129995.1,Respiratory
GCA_025130015.1,Respiratory
GCA_025130035.1,Respiratory
GCA_025130055.1,Respiratory
GCA_025130075.1,Respiratory
GCA_025130095.1,Respiratory
GCA_025130115.1,Respiratory
GCA_025130135.1,Respiratory
GCA_025130155.1,Respiratory
GCA_025130175.1,Respiratory
GCA_025130195.1,Respiratory
GCA_025130215.1,Respiratory
GCA_025130235.1,Respiratory
GCA_025130255.1,Respiratory
GCA_025130275.1,Respiratory
GCA_025130295.1,Respiratory
GCA_025130315.1,Respiratory
GCA_025130335.1,Respiratory
GCA_025130355.1,Respiratory
GCA_025130375.1,Respiratory
GCA_025130395.1,Respiratory
GCA_025130415.1,Respiratory
GCA_025130455.1,Respiratory
GCA_025130475.1,Respiratory
GCA_025130495.1,Respiratory
GCA_025130515.1,Respiratory
GCA_025130535.1,Respiratory
GCA_025130555.1,Respiratory
GCA_025130575.1,Respiratory
GCA_025130595.1,Respiratory
GCA_025130615.1,Respiratory
GCA_025130635.1,Respiratory
GCA_025130655.1,Respiratory
GCA_025130675.1,Respiratory
GCA_025130695.1,Respiratory
GCA_025130715.1,Respiratory
GCA_025130735.1,Respiratory
GCA_025130755.1,Respiratory
GCA_025130775.1,Respiratory
GCA_025130795.1,Respiratory
GCA_025131235.1,Respiratory
GCA_025131255.1,Respiratory
GCA_025131275.1,Respiratory
GCA_025131295.1,Respiratory
GCA_025131315.1,Respiratory
GCA_025131335.1,Respiratory
GCA_025131355.1,Respiratory
GCA_025131375.1,Respiratory
GCA_025131395.1,Respiratory
GCA_025131415.1,Respiratory
GCA_025131435.1,Respiratory
GCA_025131455.1,Respiratory
GCA_025131465.1,Respiratory
GCA_025131495.1,Respiratory
GCA_025131515.1,Respiratory
GCA_025131535.1,Respiratory
GCA_025131555.1,Respiratory
GCA_025131575.1,Respiratory
GCA_025131595.1,Respiratory
GCA_025131615.1,Respiratory
GCA_025131635.1,Respiratory
GCA_025131655.1,Respiratory
GCA_025131675.1,Respiratory
GCA_025131695.1,Respiratory
GCA_025131715.1,Respiratory
GCA_025131745.1,Respiratory
GCA_025131735.1,Respiratory
GCA_025131775.1,Respiratory
GCA_025131795.1,Respiratory
GCA_025131815.1,Respiratory
GCA_025131835.1,Respiratory
GCA_025131855.1,Respiratory
GCA_025131875.1,Respiratory
GCA_025131895.1,Respiratory
GCA_025131915.1,Respiratory
GCA_025131935.1,Respiratory
GCA_025131955.1,Respiratory
GCA_025131975.1,Respiratory
GCA_025131995.1,Respiratory
GCA_025132015.1,Respiratory
GCA_025132035.1,Respiratory
GCA_025132055.1,Respiratory
GCA_025132075.1,Respiratory
GCA_025132095.1,Respiratory
GCA_025132115.1,Respiratory
GCA_025132135.1,Respiratory
GCA_025132155.1,Respiratory
GCA_025132175.1,Respiratory
GCA_025132195.1,Respiratory
GCA_025132215.1,Respiratory
GCA_025132235.1,Respiratory
GCA_025132255.1,Respiratory
GCA_025132275.1,Respiratory
GCA_025132295.1,Respiratory
GCA_025132315.1,Respiratory
GCA_025132335.1,Respiratory
GCA_025132355.1,Respiratory
GCA_025132365.1,Respiratory
GCA_025132385.1,Respiratory
GCA_025132415.1,Respiratory
GCA_025132435.1,Respiratory
GCA_025132455.1,Respiratory
GCA_025132475.1,Respiratory
GCA_025132495.1,Respiratory
GCA_025132515.1,Respiratory
GCA_025132535.1,Respiratory
GCA_025132555.1,Respiratory
GCA_025132575.1,Respiratory
GCA_025132595.1,Respiratory
GCA_025132615.1,Respiratory
GCA_025132635.1,Respiratory
GCA_025132655.1,Respiratory
GCA_025132675.1,Respiratory
GCA_025132695.1,Respiratory
GCA_025132725.1,Respiratory
GCA_025152895.1,Respiratory
GCA_025152995.1,Respiratory
GCA_025153375.1,Respiratory
GCA_025153405.1,Skin_Soft_Tissue
GCA_025224815.1,Respiratory
GCA_025224795.4,Respiratory
GCA_025224135.1,Bloodstream
GCA_025223375.4,Respiratory
GCA_028058155.4,Urinary
GCA_025200845.1,Hospital
GCA_025311715.4,Gastrointestinal
GCA_025243645.1,Gastrointestinal
GCA_025244585.1,Gastrointestinal
GCA_025247315.4,Gastrointestinal
GCA_025240505.4,Gastrointestinal
GCA_025243605.4,Gastrointestinal
GCA_025243565.4,Gastrointestinal
GCA_025244025.4,Skin_Soft_Tissue
GCA_025244365.4,Urinary
GCA_025244065.4,Gastrointestinal
GCA_025244005.4,Gastrointestinal
GCA_025311035.4,Gastrointestinal
GCA_025244285.4,Gastrointestinal
GCA_025244325.4,Gastrointestinal
GCA_025243545.1,Gastrointestinal
GCA_025243925.1,Skin_Soft_Tissue
GCA_025234945.1,Ear_Nose_Throat
GCA_025234955.1,Ear_Nose_Throat
GCA_025234985.1,Ear_Nose_Throat
GCA_025234995.1,Ear_Nose_Throat
GCA_025235015.1,Ear_Nose_Throat
GCA_025235045.1,Ear_Nose_Throat
GCA_025235065.1,Ear_Nose_Throat
GCA_025235085.1,Ear_Nose_Throat
GCA_025235105.1,Ear_Nose_Throat
GCA_025235125.1,Ear_Nose_Throat
GCA_025235145.1,Ear_Nose_Throat
GCA_025235155.1,Ear_Nose_Throat
GCA_025235175.1,Ear_Nose_Throat
GCA_025235205.1,Ear_Nose_Throat
GCA_025235225.1,Ear_Nose_Throat
GCA_025235245.1,Ear_Nose_Throat
GCA_025235265.1,Ear_Nose_Throat
GCA_025235285.1,Ear_Nose_Throat
GCA_025235305.1,Ear_Nose_Throat
GCA_025235325.1,Ear_Nose_Throat
GCA_025235345.1,Ear_Nose_Throat
GCA_025235365.1,Ear_Nose_Throat
GCA_025235385.1,Ear_Nose_Throat
GCA_025235395.1,Ear_Nose_Throat
GCA_025235425.1,Ear_Nose_Throat
GCA_025235445.1,Ear_Nose_Throat
GCA_025235465.1,Ear_Nose_Throat
GCA_025235485.1,Ear_Nose_Throat
GCA_025235505.1,Ear_Nose_Throat
GCA_025235515.1,Ear_Nose_Throat
GCA_025235545.1,Ear_Nose_Throat
GCA_025235565.1,Ear_Nose_Throat
GCA_025235585.1,Ear_Nose_Throat
GCA_025235605.1,Ear_Nose_Throat
GCA_025235625.1,Ear_Nose_Throat
GCA_025235645.1,Ear_Nose_Throat
GCA_025235665.1,Ear_Nose_Throat
GCA_025235685.1,Ear_Nose_Throat
GCA_025235705.1,Ear_Nose_Throat
GCA_025235715.1,Ear_Nose_Throat
GCA_025235745.1,Ear_Nose_Throat
GCA_025235765.1,Ear_Nose_Throat
GCA_025235785.1,Ear_Nose_Throat
GCA_025235805.1,Ear_Nose_Throat
GCA_025235825.1,Ear_Nose_Throat
GCA_025235845.1,Ear_Nose_Throat
GCA_025235865.1,Ear_Nose_Throat
GCA_025235875.1,Ear_Nose_Throat
GCA_025235905.1,Ear_Nose_Throat
GCA_025235925.1,Ear_Nose_Throat
GCA_025235945.1,Ear_Nose_Throat
